"EventNameEnglish","IsGeneralElection","ElectoralDistrictNumber","PollingDate","ResignedMPPName","NameOfCandidates","PoliticalInterestCode","TotalValidBallotsCast","PercentOfTotalValidBallotsCast","Plurality"
"2018 General Election",1,86,"2018-Jun-07","EDWARD BOYNTON","Ken Ranney","SCC",153,0.00251686132587596,0
"2018 General Election",1,86,"2018-Jun-07","EDWARD BOYNTON","Jacob William Currier","LTN",245,0.00403026813620661,0
"2018 General Election",1,106,"2018-Jun-07","JULIO GOMES","Louise Ewen","TRI",145,0.00482770101548193,0
"2018 General Election",1,106,"2018-Jun-07","JULIO GOMES","Tony Gallo","LTN",148,0.00492758448476777,0
"2018 General Election",1,106,"2018-Jun-07","JULIO GOMES","Derek Parks","PCP",5395,0.17962377226569,0
"2018 General Election",1,106,"2018-Jun-07","JULIO GOMES","Lise Vaugeois","NDP",11160,0.371566505743299,0
"2018 General Election",1,106,"2018-Jun-07","JULIO GOMES","Andy Wolff","NRT",376,0.0125187281504911,0
"2018 General Election",1,106,"2018-Jun-07","JULIO GOMES","Michael Gravelle","LIB",11973,0.39863492591976,813
"2018 General Election",1,106,"2018-Jun-07","JULIO GOMES","Amanda Moddejonge","GPO",838,0.0279007824205094,0
"2018 General Election",1,92,"2018-Jun-07","GEOFF SHAW","Lance Brizard","LTN",299,0.00930971136781143,0
"2018 General Election",1,92,"2018-Jun-07","GEOFF SHAW","Kara Flannigan","GPO",1044,0.0325061493912881,0
"2018 General Election",1,92,"2018-Jun-07","GEOFF SHAW","Michele McCleave-Kennedy","NDP",13084,0.407385496777408,0
"2018 General Election",1,92,"2018-Jun-07","GEOFF SHAW","Ross Romano","PCP",13498,0.420275866363608,414
"2018 General Election",1,92,"2018-Jun-07","GEOFF SHAW","Jaclynne Hamel","LIB",3199,0.0996045707880562,0
"2018 General Election",1,92,"2018-Jun-07","GEOFF SHAW","Sandra Holmberg","NRT",993,0.0309182053118286,0
"2018 General Election",1,29,"2018-Jun-07","WENDY GIBBS","Christine Hogarth","PCP",22626,0.383537029817097,3225
"2018 General Election",1,29,"2018-Jun-07","WENDY GIBBS","Phil Trotter","NDP",19401,0.328869526893021,0
"2018 General Election",1,29,"2018-Jun-07","WENDY GIBBS","Mark Wrzesniewski","LTN",360,0.00610241893105961,0
"2018 General Election",1,29,"2018-Jun-07","WENDY GIBBS","Peter Milczyn","LIB",14305,0.242486396691133,0
"2018 General Election",1,29,"2018-Jun-07","WENDY GIBBS","Chris Caldwell","GPO",2138,0.0362415879850152,0
"2018 General Election",1,29,"2018-Jun-07","WENDY GIBBS","Ian Lytvyn","MOD",163,0.00276303968267421,0
"2018 General Election",1,6,"2018-Jun-07","LORRAINE O'LEARY","Joanne Belanger","NDP",16063,0.318444946671425,0
"2018 General Election",1,6,"2018-Jun-07","LORRAINE O'LEARY","Paul Bordonaro","IND",379,0.00751357995321359,0
"2018 General Election",1,6,"2018-Jun-07","LORRAINE O'LEARY","Cindy Davidson","LTN",396,0.00785060068990127,0
"2018 General Election",1,6,"2018-Jun-07","LORRAINE O'LEARY","James Engelsman","TRI",139,0.00275564014115221,0
"2018 General Election",1,6,"2018-Jun-07","LORRAINE O'LEARY","Robert Quaiff","LIB",7511,0.148903691368304,0
"2018 General Election",1,6,"2018-Jun-07","LORRAINE O'LEARY","Todd Smith","PCP",24224,0.480234725030728,8161
"2018 General Election",1,6,"2018-Jun-07","LORRAINE O'LEARY","Mark Daye","GPO",1730,0.0342968161452758,0
"2018 General Election",1,69,"2018-Jun-07","KATHLEEN QUIQUERO","Wayne Gates","NDP",30161,0.5079234098449,9035
"2018 General Election",1,69,"2018-Jun-07","KATHLEEN QUIQUERO","Chuck McShane","PCP",21126,0.355770364257928,0
"2018 General Election",1,69,"2018-Jun-07","KATHLEEN QUIQUERO","Shaun Somers","LTN",314,0.00528788669776527,0
"2018 General Election",1,69,"2018-Jun-07","KATHLEEN QUIQUERO","Dean Demizio","LIB",5554,0.0935316010171604,0
"2018 General Election",1,69,"2018-Jun-07","KATHLEEN QUIQUERO","Karen Fraser","GPO",2057,0.0346407099914114,0
"2018 General Election",1,69,"2018-Jun-07","KATHLEEN QUIQUERO","Goran Zubic","MOD",169,0.00284602819083545,0
"2018 General Election",1,23,"2018-Jun-07","SANDRA GILMER","Laura Campbell","GPO",7011,0.125294874544285,0
"2018 General Election",1,23,"2018-Jun-07","SANDRA GILMER","Bob Gordanier","LIB",6972,0.124597898348703,0
"2018 General Election",1,23,"2018-Jun-07","SANDRA GILMER","Jeff Harris","LTN",430,0.00768460933590678,0
"2018 General Election",1,23,"2018-Jun-07","SANDRA GILMER","Sylvia Jones","PCP",29704,0.53084566445064,18323
"2018 General Election",1,23,"2018-Jun-07","SANDRA GILMER","Stephen McKendrick","CNS",301,0.00537922653513474,0
"2018 General Election",1,23,"2018-Jun-07","SANDRA GILMER","Andrea Mullarkey","NDP",11381,0.2033919508185,0
"2018 General Election",1,23,"2018-Jun-07","SANDRA GILMER","C. Andrew Nowell","TRI",157,0.00280577596683108,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Kevin Clarke","PEO",98,0.0022198061067319,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Judi Falardeau","LTN",371,0.00840355168977077,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Suze Morrison","NDP",23688,0.536558847512911,11702
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Cameron James","NPC",110,0.00249161909939295,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Meredith Cartwright","PCP",6234,0.141206849687415,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Dan King","PSN",117,0.00265017667844522,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Wanda Marie Fountain","CEP",65,0.00147232037691401,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","David Morris","LIB",11986,0.271495877502945,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Adam Sommerfeld","GPO",1377,0.0311905409078554,0
"2018 General Election",1,109,"2018-Jun-07","GLENDA DAY","Theresa Snell","SNS",102,0.00231041043761891,0
"2018 General Election",1,46,"2018-Jun-07","ELIZABETH MCIVER","Ian Arthur","NDP",21788,0.391560635468334,6476
"2018 General Election",1,46,"2018-Jun-07","ELIZABETH MCIVER","Gary Bennett","PCP",14512,0.260800805118252,0
"2018 General Election",1,46,"2018-Jun-07","ELIZABETH MCIVER","Robert Kiley","GPO",3574,0.0642297462439796,0
"2018 General Election",1,46,"2018-Jun-07","ELIZABETH MCIVER","Sophie Kiwala","LIB",15312,0.275177916756524,0
"2018 General Election",1,46,"2018-Jun-07","ELIZABETH MCIVER","Andre Imbeault","TRI",184,0.00330673567680253,0
"2018 General Election",1,46,"2018-Jun-07","ELIZABETH MCIVER","Heather Cunningham","LTN",274,0.00492416073610811,0
"2018 General Election",1,89,"2018-Jun-07","RENU DUGGAL","Walter Bauer","GPO",1248,0.0287749878951373,0
"2018 General Election",1,89,"2018-Jun-07","RENU DUGGAL","Reza Moridi","LIB",12108,0.279172719098015,0
"2018 General Election",1,89,"2018-Jun-07","RENU DUGGAL","Daisy Wai","PCP",22224,0.512416130594176,10116
"2018 General Election",1,89,"2018-Jun-07","RENU DUGGAL","Marco Coletta","NDP",7490,0.172696041133476,0
"2018 General Election",1,89,"2018-Jun-07","RENU DUGGAL","Igor Bily","LTN",301,0.00694012127919577,0
"2018 General Election",1,78,"2018-Jun-07","DAVID ALLSTON","Marc Adornato","NAP",437,0.00678539819573622,0
"2018 General Election",1,78,"2018-Jun-07","DAVID ALLSTON","Bruce A. Faulkner","LTN",385,0.00597798239212459,0
"2018 General Election",1,78,"2018-Jun-07","DAVID ALLSTON","Joel Harden","NDP",29675,0.460770461003369,8564
"2018 General Election",1,78,"2018-Jun-07","DAVID ALLSTON","Colleen McCleery","PCP",10327,0.160349673151872,0
"2018 General Election",1,78,"2018-Jun-07","DAVID ALLSTON","James Sears","CCP",92,0.00142850488331288,0
"2018 General Election",1,78,"2018-Jun-07","DAVID ALLSTON","Cherie Wong","GPO",2266,0.0351846963650762,0
"2018 General Election",1,78,"2018-Jun-07","DAVID ALLSTON","Yasir Naqvi","LIB",21111,0.32779528903933,0
"2018 General Election",1,78,"2018-Jun-07","DAVID ALLSTON","Stuart Ryan","COM",110,0.00170799496917845,0
"2018 General Election",1,32,"2018-Jun-07","RICHARD LALONDE","Darcy Neal Donnelly","LTN",537,0.0110289587184227,0
"2018 General Election",1,32,"2018-Jun-07","RICHARD LALONDE","Amanda Simard","PCP",19952,0.409776134729924,4543
"2018 General Election",1,32,"2018-Jun-07","RICHARD LALONDE","Pierre Leroux","LIB",15409,0.316471554734032,0
"2018 General Election",1,32,"2018-Jun-07","RICHARD LALONDE","Joël Charbonneau","ONP",755,0.0155062641199425,0
"2018 General Election",1,32,"2018-Jun-07","RICHARD LALONDE","Bonnie Jean-Louis","NDP",10610,0.217909221606079,0
"2018 General Election",1,32,"2018-Jun-07","RICHARD LALONDE","Daniel Bruce Reid","GPO",1427,0.0293078660915999,0
"2018 General Election",1,55,"2018-Jun-07","KAREN MAZEREEUW","Jacques Boudreau","LTN",552,0.00935656654688453,0
"2018 General Election",1,55,"2018-Jun-07","KAREN MAZEREEUW","Brad Harness","CNS",304,0.00515289172147264,0
"2018 General Election",1,55,"2018-Jun-07","KAREN MAZEREEUW","Andrew Lawton","PCP",17133,0.290409519289443,0
"2018 General Election",1,55,"2018-Jun-07","KAREN MAZEREEUW","Tracey Pringle","FRE",209,0.00354261305851244,0
"2018 General Election",1,55,"2018-Jun-07","KAREN MAZEREEUW","Pamela Reid","GPO",2211,0.0374771170926842,0
"2018 General Election",1,55,"2018-Jun-07","KAREN MAZEREEUW","Peggy Sattler","NDP",32644,0.553325649196556,15511
"2018 General Election",1,55,"2018-Jun-07","KAREN MAZEREEUW","Jonathan Hughes","LIB",5847,0.0991084141297715,0
"2018 General Election",1,55,"2018-Jun-07","KAREN MAZEREEUW","Michael Lewis","COM",96,0.00162722896467557,0
"2018 General Election",1,118,"2018-Jun-07","MARK MOORE","Percy Hatfield","NDP",25221,0.584049278651321,13544
"2018 General Election",1,118,"2018-Jun-07","MARK MOORE","Mohammad Latif","PCP",11677,0.270407336220272,0
"2018 General Election",1,118,"2018-Jun-07","MARK MOORE","Laura Chesnik","IND",863,0.0199847162077669,0
"2018 General Election",1,118,"2018-Jun-07","MARK MOORE","Remy Boulbol","LIB",3513,0.0813514577495774,0
"2018 General Election",1,118,"2018-Jun-07","MARK MOORE","Henry Oulevey","GPO",1909,0.0442072111710627,0
"2018 General Election",1,35,"2018-Jun-07","LORNE ARSCOTT","Zac Miller","NDP",15142,0.264984337539156,0
"2018 General Election",1,35,"2018-Jun-07","LORNE ARSCOTT","Laurie Scott","PCP",32406,0.567103582241044,17264
"2018 General Election",1,35,"2018-Jun-07","LORNE ARSCOTT","Brooklynne Cramp-Waldinsperger","LIB",5655,0.0989622525943685,0
"2018 General Election",1,35,"2018-Jun-07","LORNE ARSCOTT","Lynn Therien","GPO",2551,0.044642388394029,0
"2018 General Election",1,35,"2018-Jun-07","LORNE ARSCOTT","Chuck Macmillan","CNS",312,0.00545998635003412,0
"2018 General Election",1,35,"2018-Jun-07","LORNE ARSCOTT","Thomas Rhyno","NAP",622,0.010884972787568,0
"2018 General Election",1,35,"2018-Jun-07","LORNE ARSCOTT","Gene Balfour","LTN",455,0.00796248009379976,0
"2018 General Election",1,75,"2018-Jun-07","MICHELLE JOY","Frank Deluca","TRI",222,0.00401076764647431,0
"2018 General Election",1,75,"2018-Jun-07","MICHELLE JOY","Alvin Tedjo","LIB",13487,0.24366316778378,0
"2018 General Election",1,75,"2018-Jun-07","MICHELLE JOY","Effie Triantafilopoulos","PCP",25691,0.464146989214287,12195
"2018 General Election",1,75,"2018-Jun-07","MICHELLE JOY","Marianne Workman","GPO",2052,0.0370725009484923,0
"2018 General Election",1,75,"2018-Jun-07","MICHELLE JOY","Charles Zach","LTN",403,0.00728080793481599,0
"2018 General Election",1,75,"2018-Jun-07","MICHELLE JOY","Saima Zaidi","NDP",13496,0.24382576647215,0
"2018 General Election",1,52,"2018-Jun-07","BARBARA MILLS","Bill Buckley","LTN",389,0.00794380118033858,0
"2018 General Election",1,52,"2018-Jun-07","BARBARA MILLS","Steve Clark","PCP",30002,0.612673323939635,20314
"2018 General Election",1,52,"2018-Jun-07","BARBARA MILLS","David Henderson","LIB",6543,0.133615144274949,0
"2018 General Election",1,52,"2018-Jun-07","BARBARA MILLS","Michelle Taylor","NDP",9688,0.19783944944761,0
"2018 General Election",1,52,"2018-Jun-07","BARBARA MILLS","Derek Morley","GPO",2347,0.047928281157467,0
"2018 General Election",1,121,"2018-Jun-07","NINA WILLCOCKS","Ioan Silviu Druma-Strugariu","LTN",259,0.00569343386603943,0
"2018 General Election",1,121,"2018-Jun-07","NINA WILLCOCKS","Caroline Mulroney","PCP",26050,0.572640742124816,15395
"2018 General Election",1,121,"2018-Jun-07","NINA WILLCOCKS","Dave Szollosy","NDP",10655,0.234222153832626,0
"2018 General Election",1,121,"2018-Jun-07","NINA WILLCOCKS","Loralea Carruthers","LIB",6182,0.135895012200215,0
"2018 General Election",1,121,"2018-Jun-07","NINA WILLCOCKS","Alexandra S. Zalucky","GPO",2195,0.0482513024554307,0
"2018 General Election",1,121,"2018-Jun-07","NINA WILLCOCKS","Franco Colavecchia","MOD",150,0.00329735552087226,0
"2018 General Election",1,98,"2018-Jun-07","EDDY GASPAROTTO","Doly Begum","NDP",19835,0.456575282554151,6270
"2018 General Election",1,98,"2018-Jun-07","EDDY GASPAROTTO","Lorenzo Berardinetti","LIB",8228,0.18939760145478,0
"2018 General Election",1,98,"2018-Jun-07","EDDY GASPAROTTO","David del Grande","GPO",1174,0.0270239163961973,0
"2018 General Election",1,98,"2018-Jun-07","EDDY GASPAROTTO","Gary Ellis","PCP",13565,0.31224823331722,0
"2018 General Election",1,98,"2018-Jun-07","EDDY GASPAROTTO","Bobby Turley","TRI",64,0.00147319476095113,0
"2018 General Election",1,98,"2018-Jun-07","EDDY GASPAROTTO","Willie Little","PSN",160,0.00368298690237782,0
"2018 General Election",1,98,"2018-Jun-07","EDDY GASPAROTTO","Allen Atkinson","NAP",222,0.00511014432704923,0
"2018 General Election",1,98,"2018-Jun-07","EDDY GASPAROTTO","James Speirs","LTN",195,0.00448864028727297,0
"2018 General Election",1,58,"2018-Jun-07","JAMIE NORTON","Billy Pang","PCP",29305,0.624307626757563,20849
"2018 General Election",1,58,"2018-Jun-07","JAMIE NORTON","Allen Small","LTN",244,0.0051981252662974,0
"2018 General Election",1,58,"2018-Jun-07","JAMIE NORTON","Amanda Yeung Collucci","LIB",8456,0.18014486578611,0
"2018 General Election",1,58,"2018-Jun-07","JAMIE NORTON","Sylvie David","NDP",7778,0.165700894759267,0
"2018 General Election",1,58,"2018-Jun-07","JAMIE NORTON","Deborah Moolman","GPO",996,0.0212185769066894,0
"2018 General Election",1,58,"2018-Jun-07","JAMIE NORTON","Anastasia Afonina","MOD",161,0.00342991052407328,0
"2018 General Election",1,12,"2018-Jun-07","JIM KOTSIANAS","Jagroop Singh","NDP",14461,0.380943600010537,0
"2018 General Election",1,12,"2018-Jun-07","JIM KOTSIANAS","Amarjot Sandhu","PCP",14951,0.393851584520956,490
"2018 General Election",1,12,"2018-Jun-07","JIM KOTSIANAS","Vic Dhillon","LIB",7013,0.184742235452175,0
"2018 General Election",1,12,"2018-Jun-07","JIM KOTSIANAS","Surjit Sahota","COM",173,0.0045573088169437,0
"2018 General Election",1,12,"2018-Jun-07","JIM KOTSIANAS","Julie Guillemet-Ackerman","GPO",999,0.026316482705935,0
"2018 General Election",1,12,"2018-Jun-07","JIM KOTSIANAS","David Shaw","LTN",364,0.0095887884934538,0
"2018 General Election",1,115,"2018-Jun-07","YOLANDA FELLOWS","Dave Rodgers","GPO",5066,0.0864151200873362,0
"2018 General Election",1,115,"2018-Jun-07","YOLANDA FELLOWS","Ted Arnott","PCP",31659,0.540034798034934,17572
"2018 General Election",1,115,"2018-Jun-07","YOLANDA FELLOWS","Diane Ballantyne","NDP",14087,0.240294077510917,0
"2018 General Election",1,115,"2018-Jun-07","YOLANDA FELLOWS","Jon Hurst","LIB",7492,0.127797489082969,0
"2018 General Election",1,115,"2018-Jun-07","YOLANDA FELLOWS","Jadon Pfeiffer","LTN",320,0.00545851528384279,0
"2018 General Election",1,15,"2018-Jun-07","MARY-ELLEN HEIMAN","Andrew Drummond","NDP",18053,0.286305606216795,0
"2018 General Election",1,15,"2018-Jun-07","MARY-ELLEN HEIMAN","Vince Fiorito","GPO",2828,0.044849734358893,0
"2018 General Election",1,15,"2018-Jun-07","MARY-ELLEN HEIMAN","Jim Gilchrist","LTN",530,0.00840536039965109,0
"2018 General Election",1,15,"2018-Jun-07","MARY-ELLEN HEIMAN","Jane McKenna","PCP",25504,0.404472286099437,7451
"2018 General Election",1,15,"2018-Jun-07","MARY-ELLEN HEIMAN","Nadine Bentham","NAP",471,0.00746966933629371,0
"2018 General Election",1,15,"2018-Jun-07","MARY-ELLEN HEIMAN","Eleanor McMahon","LIB",15515,0.246055031321862,0
"2018 General Election",1,15,"2018-Jun-07","MARY-ELLEN HEIMAN","Peter Rusin","CNS",154,0.00244231226706843,0
"2018 General Election",1,38,"2018-Jun-07","JAMES NELSON","Esther Pauls","PCP",12891,0.28827962519847,0
"2018 General Election",1,38,"2018-Jun-07","JAMES NELSON","Monique Taylor","NDP",24406,0.545787955363732,11515
"2018 General Election",1,38,"2018-Jun-07","JAMES NELSON","Dave Urquhart","GPO",2300,0.0514345774537648,0
"2018 General Election",1,38,"2018-Jun-07","JAMES NELSON","Damin Starr","LIB",4134,0.0924480622582016,0
"2018 General Election",1,38,"2018-Jun-07","JAMES NELSON","Scott Patrick Miller","NAP",453,0.0101303754724154,0
"2018 General Election",1,38,"2018-Jun-07","JAMES NELSON","Kristofer Maves","LTN",533,0.0119194042534159,0
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","Hamid-Reza Dehnad-Tabatabaei","LTN",445,0.0123938170171285,0
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","Benjamin Mbaegbu","NA",66,0.00183818409692243,0
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","Roshan Nallaratnam","PCP",11898,0.331374460381562,0
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","Linda Rice","GPO",878,0.0244534187439075,0
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","George Marcos Garvida","TRI",419,0.0116696838880379,0
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","Mitzie Hunter","LIB",11972,0.333435454672051,74
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","Wanda Ryan","PSN",159,0.00442835259713131,0
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","Heather Dunbar","PEO",151,0.00420554240356496,0
"2018 General Election",1,95,"2018-Jun-07","DARRYL D'SOUSA","Tom Packwood","NDP",9917,0.276201086199694,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,76,"2020-Feb-27","Marie-France Lalonde","Andrew West","GPO",1069,0.0419182809191436,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,80,"2020-Feb-27","Nathalie Des Rosiers","Patrick Mayangi","PCP",2329,0.116900065251217,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,76,"2020-Feb-27","Marie-France Lalonde","Keegan Bennett","NAP",100,0.00392126107756254,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,76,"2020-Feb-27","Marie-France Lalonde","Manon Parrot","NDP",3888,0.152458630695632,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,80,"2020-Feb-27","Nathalie Des Rosiers","J. Justin O'Donnell","OAL",38,0.00190734327159564,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,80,"2020-Feb-27","Nathalie Des Rosiers","Above Znoneofthe","NAP",95,0.0047683581789891,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,80,"2020-Feb-27","Nathalie Des Rosiers","Lucille Collard","LIB",10403,0.522160317221302,5372
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,76,"2020-Feb-27","Marie-France Lalonde","Natalie Montgomery","PCP",5945,0.233118971061093,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,76,"2020-Feb-27","Marie-France Lalonde","John Turmel","PAU",32,0.00125480354482001,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,80,"2020-Feb-27","Nathalie Des Rosiers","Ben Koczwarski","GPO",1710,0.0858304472218039,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,76,"2020-Feb-27","Marie-France Lalonde","Gerrie Huenemoerder","OAL",28,0.00109795310171751,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,80,"2020-Feb-27","Nathalie Des Rosiers","Myriam Djilane","NDP",5031,0.252522210510465,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,80,"2020-Feb-27","Nathalie Des Rosiers","Julie Fiala","IND",188,0.00943632986999949,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,76,"2020-Feb-27","Marie-France Lalonde","Stephen Blais","LIB",14302,0.560818759312995,8357
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,76,"2020-Feb-27","Marie-France Lalonde","Jean-Serge Brisson","LTN",138,0.00541134028703631,0
"2020 Provincial By-elections Orléans (76) and Ottawa-Vanier",0,80,"2020-Feb-27","Nathalie Des Rosiers","Ken Lewis","LTN",129,0.00647492847462731,0
